Summons Number,Plate ID,Registration State,Plate Type,Issue Date,Violation Code,Vehicle Body Type,Vehicle Make,Vehicle Color,Vehicle Year,Violation Description,Street Name,Violation County,Fine Amount
4251854087,QRU3482,NY,PAS,11/21/2013,20,VAN,HONDA,RED,2011,No Parking - Day/Time Limits,JAMAICA AVE,Queens,65
6068543813,SUV5087,NY,COM,03/28/2014,71,VAN,TOYOTA,BLACK,2009,Inspection Sticker Expired,BEDFORD AVE,Manhattan,65
7985797527,NWC5968,CT,PAS,05/09/14,19,TAXI,CHEVROLET,BLACK,2009,No Standing - Bus Stop,ATLANTIC AVE,,115
9503806448,SJT6813,NY,PAS,09/14/2013,38,SDN,BMW,WHITE,2001,Failure to Display Muni Meter Receipt,BEDFORD AVE,Manhattan,65
8866111139,NNZ9503,NY,PAS,06/24/2014,40,SDN,BMW,YELLOW,2009,Fire Hydrant,BEDFORD AVE,,115
2010855074,KKU2676,FL,PAS,01/23/2014,46,,toyota,RED,2010,Double Parking,ATLANTIC AVE,Staten Island,115
9566095857,UET3836,NY,PAS,02/14/2014,83,SDN,TOYOTA,WHITE,2008,Improper Registration,BROADWAY,Staten Island,65
4921471012,EGZ0397,ny,PAS,05/26/2014,36,SDN,TOYOTA,SILVER,2005,Exceeding Parking Time Limit,FLATBUSH AVE,Manhattan,65
4104292484,KMK4144,nj,PAS,10/14/2013,38,SUBN,VOLKSWAGEN,BLACK,2005,Failure to Display Muni Meter Receipt,5TH AVE,Brooklyn,65
7554344012,SYY5627,TX,PAS,04/05/14,74,VAN,MAZDA,BLUE,2011,Missing Required Equipment,JAMAICA AVE,Manhattan,65
8979287418,UGR8993,FL,PAS,05/16/2014,40,DELV,TOYOTA,BLACK,1998,Fire Hydrant,ATLANTIC AVE,Brooklyn,
3670327775,XQV4490,NJ,COM,05/13/2014,40,PICK,HONDA,SILVER,2001,Fire Hydrant,madison ave,Bronx,115
9013364221,VQJ1855,NY,SRF,05/30/2014,98,SUV,TOYOTA,WHITE,2011,Blocking Intersection,AMSTERDAM AVE,Staten Island,115
5692203566,FQN3336,NJ,COM,02/12/14,21,BUS,SUBARU,SILVER,2013,No Parking - Street Cleaning,GRAND CONCOURSE,Queens,65
4012040730,EVK4007,NJ,PAS,06/23/2014,40,SDN,VOLVO,BLACK,2014,Fire Hydrant,JAMAICA AVE,Brooklyn,115
5118697060,VHZ6170,NY,OMS,12/24/2013,14,PICK,HONDA,WHITE,2012,No Standing - Day/Time Limits,BEDFORD AVE,Queens,115
8581073154,HTM5624,TX,PAS,05/29/2014,46,SUV,FORD,SILVER,2009,Double Parking,FLATBUSH AVE,Brooklyn,
6972224708,QEN1552,NY,COM,01/24/2014,46,PICK,FORD,SILVER,1998,Double Parking,5TH AVE,Bronx,0
5025353268,HNG8354,NY,COM,10/10/13,40,SDN,BMW,BK,1999,Fire Hydrant,NOSTRAND AVE,Bronx,115
2848644513,GMZ1578,NY,COM,12/02/13,19,VAN,HYUNDAI,RED,2004,No Standing - Bus Stop,JAMAICA AVE,Queens,115
6863881461,PWH2926,CA,PAS,08/13/2013,19,SUV,BMW,GRAY,2012,No Standing - Bus Stop,ATLANTIC AVE,Brooklyn,115
5729910665,XFQ4182,NY,PAS,07/19/2013,14,SUV,MAZDA,BROWN,1999,No Standing - Day/Time Limits,FORDHAM RD,Manhattan,115
4748276446,LPG2680,NY,PAS,04/02/14,14,SDN,TOYOTA,BLUE,2007,No Standing - Day/Time Limits,AMSTERDAM AVE,Manhattan,115
8837269619,SZT5018,FL,OMT,12/19/2013,38,VAN,JEEP,SILVER,2013,Failure to Display Muni Meter Receipt,5TH AVE,Bronx,-65
1538139622,DEP5740,NY,PAS,01/16/2014,38,SDN,FORD,GRAY,2013,Failure to Display Muni Meter Receipt,AMSTERDAM AVE,brooklyn,65
5816527326,LAD6958,NY,PAS,,14,SUV,CHEVROLET,YELLOW,2004,No Standing - Day/Time Limits,RICHMOND AVE,Brooklyn,115
5880145797,MSQ9972,NY,PAS,03/24/2014,14,SDN,HYUNDAI,SILVER,2002,No Standing - Day/Time Limits,BROADWAY,Brooklyn,115
5400183752,QVL7237,NY,PAS,04/03/14,14,subn,KIA,RED,2009,No Standing - Day/Time Limits,NOSTRAND AVE,Bronx,115
3630047061,RYZ1349,NY,PAS,11/23/2013,40,SDN,HYUNDAI,WHITE,2001,Fire Hydrant,NOSTRAND AVE,Manhattan,115
6424429823,AQA6133,NJ,PAS,10/18/2013,20,SUBN,AUDI,RED,2002,No Parking - Day/Time Limits,GRAND CONCOURSE,Bronx,65
6593162629,VTQ1246,NY,COM,08/17/2013,38,TAXI,AUDI,BLACK,2014,Failure to Display Muni Meter Receipt,LEXINGTON AVE,bronx,0
2923545870,ZQK2040,NJ,PAS,03/19/2014,37,PICK,FORD,,1998,Expired Muni Meter,5th ave,Bronx,65
8069035955,CBM3624,MI,PAS,04/09/14,37,SDN,AUDI,GREEN,1998,Expired Muni Meter,COLUMBUS AVE,Brooklyn,65
6843815044,GQX5003,FL,PAS,12/07/13,14,SDN,JEEP,RED,2010,No Standing - Day/Time Limits,LEXINGTON AVE,Manhattan,0
4753505243,WDQ2384,NJ,PAS,03/24/2014,37,SDN,BMW,GRAY,2004,Expired Muni Meter,JAMAICA AVE,Brooklyn,65
6314322104,YCJ2264,MA,OMT,12/22/2013,21,DELV,BMW,GRAY,2013,No Parking - Street Cleaning,flatbush ave,Brooklyn,65
3840742898,UCN4286,OH,PAS,05/22/2014,20,SDN,AUDI,WHITE,2003,No Parking - Day/Time Limits,LEXINGTON AVE,manhattan,65
6991993596,ZZP9711,NJ,PAS,09/20/2013,71,SDN,JEEP,WHITE,2012,Inspection Sticker Expired,PARK AVE,Queens,65
5943144151,CWH3218,NY,PAS,07/12/13,38,SDN,FORD,BLACK,2006,Failure to Display Muni Meter Receipt,LEXINGTON AVE,Brooklyn,
2383641852,USB3134,CA,OMT,07/15/2013,20,DELV,JEEP,WHITE,2002,No Parking - Day/Time Limits,5TH AVE,Bronx,65
5530161660,ZMV1689,PA,PAS,04/03/14,38,BUS,JEEP,GRAY,2002,Failure to Display Muni Meter Receipt,FULTON ST,Manhattan,
9692384914,,NY,PAS,04/30/2014,19,VAN,HONDA,GREEN,2009,No Standing - Bus Stop,AMSTERDAM AVE,Queens,115
4968191361,VJX4999,MA,PAS,11/10/13,46,DELV,HYUNDAI,WHITE,2009,Double Parking,5th ave,queens,115
1230192908,DYW8633,NY,APP,11/01/13,71,SUBN,HONDA,WHITE,2009,Inspection Sticker Expired,HILLSIDE AVE,Queens,65
9795708411,YXS0826,NY,PAS,12/03/13,36,SUBN,TOYOTA,BROWN,9999,Exceeding Parking Time Limit,5TH AVE,Bronx,-65
4517649983,RDM6761,NY,PAS,02/02/14,38,VAN,MERCEDES,RED,2010,Failure to Display Muni Meter Receipt,GRAND CONCOURSE,Queens,65
4220563726,ZDJ8898,NY,PAS,03/16/2014,46,SDN,DODGE,WHITE,2002,Double Parking,LEXINGTON AVE,Bronx,115
6698145781,JLH4311,NY,COM,08/26/2013,21,SDN,TOYOTA,WHITE,,No Parking - Street Cleaning,FULTON ST,Brooklyn,65
5611934080,TWA6309,NJ,PAS,07/31/2013,14,VAN,LEXUS,,2012,No Standing - Day/Time Limits,FLATBUSH AVE,Brooklyn,115
7809326293,GAD0648,NY,PAS,01/07/14,46,SUV,BMW,,2010,Double Parking,COLUMBUS AVE,Manhattan,115
3208772899,DLM6178,ny,com,11/10/13,71,SUV,VOLKSWAGEN,RED,2007,Inspection Sticker Expired,RICHMOND AVE,Manhattan,65
1992086250,LKA2682,CT,COM,05/18/2014,14,VAN,LEXUS,GRAY,2014,No Standing - Day/Time Limits,GRAND CONCOURSE,Manhattan,115
9791277429,QSE4230,NY,PAS,03/17/2014,83,SUBN,VOLKSWAGEN,ORANGE,1999,Improper Registration,LEXINGTON AVE,Manhattan,65
3198996581,FRX0420,VA,PAS,12/29/2013,40,DELV,AUDI,RED,2001,Fire Hydrant,FULTON ST,Manhattan,115
8961556981,FLN4549,NJ,APP,09/02/13,37,,LEXUS,WHITE,2012,Expired Muni Meter,BEDFORD AVE,Manhattan,65
8957274732,GMY9002,NJ,PAS,07/25/2013,14,SDN,HONDA,BLACK,2010,No Standing - Day/Time Limits,,Manhattan,115
3053300647,APZ0634,NY,PAS,05/30/2014,20,SDN,FORD,SILVER,1999,No Parking - Day/Time Limits,BEDFORD AVE,Bronx,65
5003630011,VWS5811,IL,PAS,09/02/13,71,SDN,HONDA,WHITE,2007,Inspection Sticker Expired,BROADWAY,Manhattan,-65
1316008117,CJX7810,NY,PAS,02/15/2014,40,SDN,AUDI,WHITE,2004,Fire Hydrant,RICHMOND AVE,Queens,115
5831275281,APC5124,NY,PAS,11/30/2013,21,SDN,HONDA,WHITE,2003,No Parking - Street Cleaning,LEXINGTON AVE,Manhattan,65
3697656248,VBF7587,,COM,,20,SDN,,SILVER,2007,No Parking - Day/Time Limits,FORDHAM RD,Bronx,65
2799552382,UKX1006,CT,PAS,03/07/13,20,SDN,SUBARU,SILVER,2000,No Parking - Day/Time Limits,COLUMBUS AVE,Bronx,65
3602356806,FEU4232,NY,PAS,02/18/2014,71,SUV,HYUNDAI,WHITE,2002,Inspection Sticker Expired,BROADWAY,Queens,
3349133842,BEZ2179,NJ,OMS,12/21/2013,83,SUBN,VOLKSWAGEN,RED,2004,Improper Registration,HILLSIDE AVE,Queens,65
4774359072,JSP4489,NY,PAS,10/29/2013,21,VAN,TOYOTA,SILVER,1999,No Parking - Street Cleaning,NOSTRAND AVE,Manhattan,65
5385124092,BHN0393,NY,PAS,04/24/2014,46,SDN,CHEVROLET,YELLOW,,Double Parking,ATLANTIC AVE,Staten Island,-115
9940452109,XLB0284,NJ,COM,04/16/2014,38,VAN,FORD,,2008,Failure to Display Muni Meter Receipt,FORDHAM RD,Bronx,65
2234489517,JPD3693,OH,PAS,05/18/2014,36,sdn,TOYOTA,YELLOW,2003,Exceeding Parking Time Limit,BEDFORD AVE,Bronx,65
7359524813,PPP7636,NC,PAS,06/06/14,98,COMO,,ORANGE,2002,Blocking Intersection,PARK AVE,Queens,115
9861078025,UCH0433,GA,PAS,03/31/2014,37,SDN,chevrolet,GRAY,2011,Expired Muni Meter,ATLANTIC AVE,Brooklyn,65
1124793561,GMK8895,NY,PAS,05/01/14,20,DELV,TOYOTA,GRAY,2001,No Parking - Day/Time Limits,FLATBUSH AVE,Bronx,65
6109221369,WMM8382,NY,,10/28/2013,21,,MERCEDES,BLACK,2006,No Parking - Street Cleaning,LEXINGTON AVE,Manhattan,65
7991310734,EQV1606,NJ,PAS,12/27/2013,14,TAXI,CHEVROLET,GRAY,2005,No Standing - Day/Time Limits,NOSTRAND AVE,Queens,115
3609410386,EUE9040,NJ,PAS,12/01/13,46,,TOYOTA,WHITE,2014,Double Parking,GRAND CONCOURSE,Manhattan,115
6107893726,FLE9417,NY,COM,11/23/2013,37,SUV,HYUNDAI,RED,2010,Expired Muni Meter,RICHMOND AVE,Bronx,65
5578940272,FMY8809,NJ,OMT,06/07/14,38,SUV,HYUNDAI,WHITE,2013,Failure to Display Muni Meter Receipt,JAMAICA AVE,Manhattan,65
8935453301,CGD5257,NJ,PAS,04/20/2014,37,SDN,LEXUS,BLACK,2004,Expired Muni Meter,FORDHAM RD,Manhattan,65
7161325632,MUC5571,TX,COM,06/10/14,14,,BMW,BLACK,2006,No Standing - Day/Time Limits,GRAND CONCOURSE,Queens,115
2047191259,UJV3576,NY,PAS,09/10/13,37,SDN,VOLVO,YELLOW,1998,Expired Muni Meter,PARK AVE,Queens,65
9880788944,SWD3194,NJ,PAS,01/10/14,21,SUV,DODGE,WHITE,2008,No Parking - Street Cleaning,JAMAICA AVE,Queens,65
2474416790,CQY7058,NY,PAS,03/24/2014,21,SDN,MERCEDES,BROWN,2002,No Parking - Street Cleaning,BROADWAY,Manhattan,65
3292053660,FDA8534,NY,PAS,11/04/13,21,SUV,CHEVROLET,WHITE,2009,No Parking - Street Cleaning,PARK AVE,Manhattan,65
1436793686,WAE8223,NY,OMT,08/23/2013,19,SUBN,TOYOTA,RED,2001,No Standing - Bus Stop,RICHMOND AVE,Queens,115
3587730516,JQD0684,NY,OMT,12/15/2013,21,SUV,HYUNDAI,BLACK,2010,No Parking - Street Cleaning,FULTON ST,Staten Island,
7733093392,XYD3910,NY,PAS,03/22/2014,71,SDN,MERCEDES,black,2002,Inspection Sticker Expired,NOSTRAND AVE,Bronx,65
6095979030,XBA5286,NY,PAS,04/25/2014,40,SUBN,MAZDA,WH,2001,Fire Hydrant,BROADWAY,Brooklyn,115
7935945858,XTM5678,MA,PAS,10/07/13,20,SDN,,BLACK,2001,No Parking - Day/Time Limits,ATLANTIC AVE,Bronx,65
8566058745,VDK8174,NY,PAS,01/01/14,19,SUV,CADILLAC,BLACK,2001,No Standing - Bus Stop,JAMAICA AVE,Brooklyn,115
6403662430,YSV8592,PA,PAS,02/18/2014,46,SUBN,VOLKSWAGEN,SILVER,2003,Double Parking,5TH AVE,Brooklyn,115
5129327659,WYZ2493,CA,PAS,08/20/2013,40,SUV,VOLVO,RED,1998,Fire Hydrant,ATLANTIC AVE,Brooklyn,
7623391799,GTT2416,NY,PAS,09/14/2013,40,SUV,FORD,BK,2004,Fire Hydrant,NOSTRAND AVE,Brooklyn,115
3178818122,ZEB8582,NY,PAS,30/06/14,19,DELV,HONDA,RED,2006,No Standing - Bus Stop,GRAND CONCOURSE,Bronx,115
4795865199,VMH2533,NJ,PAS,02/03/14,14,TAXI,JEEP,SILVER,2007,No Standing - Day/Time Limits,GRAND CONCOURSE,Brooklyn,115
5614450641,JWT1242,NY,PAS,01/27/2014,46,DELV,jeep,GRAY,2000,Double Parking,MADISON AVE,Brooklyn,115
1955900161,BAE0090,NY,PAS,08/11/13,20,SDN,HONDA,SILVER,2008,No Parking - Day/Time Limits,NOSTRAND AVE,Manhattan,65
5493962474,KBE8930,NJ,PAS,08/17/2013,14,SDN,AUDI,SILVER,2005,No Standing - Day/Time Limits,ATLANTIC AVE,Manhattan,115
2105971033,MTL4405,NY,pas,08/01/13,40,van,MERCEDES,BLACK,2003,Fire Hydrant,LEXINGTON AVE,Queens,115
3232254467,DTY0754,NJ,PAS,02/03/14,38,BUS,TOYOTA,RED,,Failure to Display Muni Meter Receipt,FORDHAM RD,Manhattan,65
7441085761,UDC5782,NJ,PAS,09/05/13,37,SDN,BMW,BLACK,2007,Expired Muni Meter,ATLANTIC AVE,Manhattan,65
6729244483,KXZ9277,PA,PAS,03/01/14,40,PICK,KIA,,1999,Fire Hydrant,ATLANTIC AVE,Queens,115
8312098137,DKQ8609,NY,COM,10/18/2013,71,VAN,BMW,BLACK,2000,Inspection Sticker Expired,HILLSIDE AVE,Queens,65
3981789282,UXB1415,NY,PAS,02/14/2014,74,COMO,JEEP,BLACK,,Missing Required Equipment,GRAND CONCOURSE,Queens,65
9202727330,JBU2855,NJ,OMT,08/09/13,19,SDN,TOYOTA,SILVER,1999,No Standing - Bus Stop,ATLANTIC AVE,Brooklyn,0
3618855603,LCX2905,FL,COM,,21,SUV,HYUNDAI,WHITE,2008,No Parking - Street Cleaning,,Bronx,65
1652594754,JFZ3586,PA,OMT,06/12/14,40,SUV,MAZDA,WHITE,2012,Fire Hydrant,HILLSIDE AVE,Bronx,115
6305919104,KSC0911,NJ,OMT,03/27/2014,74,VAN,BMW,white,2012,Missing Required Equipment,COLUMBUS AVE,Bronx,65
1722838060,YQL2476,NJ,PAS,01/23/2014,40,SUBN,FORD,WHITE,2014,Fire Hydrant,FORDHAM RD,Queens,115
2771486356,PSU1156,NJ,COM,04/28/2014,21,PICK,NISSAN,WHITE,2002,No Parking - Street Cleaning,FLATBUSH AVE,Brooklyn,65
9446593289,JYG0537,NY,COM,04/13/2014,74,,KIA,BLUE,9999,Missing Required Equipment,FULTON ST,Staten Island,65
1096582340,NEM3927,NJ,PAS,03/23/2014,14,SDN,HONDA,GRAY,2011,No Standing - Day/Time Limits,BROADWAY,Manhattan,115
1626009565,AGX1991,ny,COM,01/19/2014,14,SUV,CHEVROLET,GRAY,,No Standing - Day/Time Limits,FLATBUSH AVE,Manhattan,115
2275419402,HCE7682,NY,PAS,11/13/2013,20,SUV,HONDA,,2000,No Parking - Day/Time Limits,GRAND CONCOURSE,brooklyn,65
1028834177,SXS5154,TX,PAS,04/26/2014,74,MC,BMW,RED,2014,Missing Required Equipment,LEXINGTON AVE,Manhattan,65
7968536176,QJG0356,PA,COM,03/13/2014,14,SUV,BMW,WHITE,2014,No Standing - Day/Time Limits,5TH AVE,Staten Island,115
7398237989,UFX3054,NY,OMT,05/22/2014,19,VAN,MAZDA,GREEN,1998,No Standing - Bus Stop,AMSTERDAM AVE,Queens,-115
4305243118,HZH8652,NC,pas,02/02/14,46,SDN,CHEVROLET,BK,2003,Double Parking,AMSTERDAM AVE,Queens,115
8393717165,URT1489,NY,PAS,02/11/14,20,SUBN,,WHITE,2002,No Parking - Day/Time Limits,ATLANTIC AVE,Queens,65
8862274087,HWG0677,NY,PAS,06/18/2014,14,SDN,SUBARU,RED,2009,No Standing - Day/Time Limits,BROADWAY,Brooklyn,115
9490058905,WVK4407,MA,COM,03/08/14,40,SUBN,FORD,WHITE,2009,Fire Hydrant,BEDFORD AVE,Manhattan,115
2487161259,KRV2553,NY,PAS,01/30/2014,46,DELV,NISSAN,WHITE,2004,Double Parking,NOSTRAND AVE,Queens,115
5922242047,HRU1133,PA,COM,09/22/2013,20,SDN,AUDI,BLACK,2004,No Parking - Day/Time Limits,FULTON ST,Queens,65
8386534826,PQY4220,NY,PAS,09/12/13,19,SUV,FORD,GREEN,2011,No Standing - Bus Stop,NOSTRAND AVE,Brooklyn,115
1366525669,TDD1125,FL,PAS,03/16/2014,20,COMO,HONDA,RED,2004,No Parking - Day/Time Limits,BROADWAY,Queens,65
5571522838,HHT7500,PA,COM,09/04/13,20,SDN,BMW,GRAY,2003,No Parking - Day/Time Limits,LEXINGTON AVE,Manhattan,65
3900874598,RQR0290,NY,PAS,03/06/14,14,SDN,FORD,GRAY,2008,No Standing - Day/Time Limits,,Manhattan,115
9536844518,ZWN4254,NJ,OMT,06/30/2014,71,,HONDA,GRAY,2010,Inspection Sticker Expired,5TH AVE,Manhattan,65
2958718163,GVX9041,MD,OMS,02/20/2014,14,PICK,ACURA,BLACK,2004,No Standing - Day/Time Limits,BEDFORD AVE,Brooklyn,115
7561447533,USA0365,NY,PAS,,40,SUBN,BMW,GREEN,2013,Fire Hydrant,BROADWAY,Bronx,115
6820309284,RJD9945,NY,SRF,06/26/2014,74,SUV,VOLKSWAGEN,SILVER,2001,Missing Required Equipment,FLATBUSH AVE,Bronx,65
2851511774,JAL8907,NJ,PAS,03/20/2014,46,SDN,HONDA,,2006,Double Parking,PARK AVE,Brooklyn,115
1444142885,REV2745,NY,PAS,,46,BUS,MAZDA,GRAY,9999,Double Parking,BEDFORD AVE,Queens,115
7681298326,SFQ3454,MD,PAS,08/30/2013,46,SUV,JEEP,YELLOW,2004,Double Parking,LEXINGTON AVE,Queens,115
1688774116,WQG3260,NY,COM,06/21/2014,37,SDN,JEEP,RED,,Expired Muni Meter,NOSTRAND AVE,Manhattan,65
1893328647,GFN4241,NY,PAS,10/17/2013,40,SUV,CHEVROLET,WHITE,2008,Fire Hydrant,LEXINGTON AVE,Manhattan,115
4420867094,NYG2309,NJ,PAS,02/19/2014,21,SUV,BMW,GRAY,2005,No Parking - Street Cleaning,amsterdam ave,Staten Island,65
3332341048,VYX6946,NY,PAS,02/28/2014,71,SUV,MERCEDES,BLACK,2001,Inspection Sticker Expired,AMSTERDAM AVE,queens,65
6847571108,LCM3944,NY,COM,07/17/2013,21,VAN,JEEP,BK,2007,No Parking - Street Cleaning,HILLSIDE AVE,Staten Island,65
5107022434,CXL2637,NY,PAS,09/19/2013,37,DELV,VOLKSWAGEN,GRAY,2009,Expired Muni Meter,BROADWAY,Brooklyn,65
9727688692,ZNE6477,FL,PAS,04/13/2014,21,SDN,TOYOTA,,2007,No Parking - Street Cleaning,ATLANTIC AVE,Queens,65
4004008963,KAK3981,NY,COM,01/06/14,14,SUV,DODGE,GRAY,1999,No Standing - Day/Time Limits,5TH AVE,Manhattan,115
3002904954,KJC5951,NY,PAS,08/30/2013,21,SUV,MAZDA,BLACK,1998,No Parking - Street Cleaning,BROADWAY,Manhattan,65
1475154741,EEB6450,NJ,PAS,05/05/14,20,SDN,MERCEDES,SILVER,2002,No Parking - Day/Time Limits,AMSTERDAM AVE,Brooklyn,65
9108795342,UYJ9316,NJ,PAS,01/26/2014,38,DELV,HONDA,BLACK,2002,Failure to Display Muni Meter Receipt,COLUMBUS AVE,Brooklyn,65
1870687760,USU5117,NJ,PAS,08/26/2013,21,,JEEP,WHITE,2004,No Parking - Street Cleaning,FORDHAM RD,Manhattan,65
2895698744,EWR9803,NY,COM,08/31/2013,14,SDN,MERCEDES,WHITE,2013,No Standing - Day/Time Limits,PARK AVE,Manhattan,115
8371319661,YCX1105,NY,PAS,01/06/14,98,SDN,JEEP,BLACK,2010,Blocking Intersection,5TH AVE,Manhattan,115
9510863708,SJB8164,NJ,PAS,04/19/2014,20,SDN,JEEP,BLACK,2005,No Parking - Day/Time Limits,NOSTRAND AVE,Queens,65
2498667456,BSB9200,NY,PAS,11/26/2013,71,SDN,TOYOTA,GREEN,2004,Inspection Sticker Expired,RICHMOND AVE,Brooklyn,65
1789810148,CRL3531,NY,pas,07/21/2013,19,SUV,MERCEDES,BLACK,1998,No Standing - Bus Stop,FORDHAM RD,,115
3026950703,ZMK2691,NY,PAS,03/25/2014,83,SUBN,BMW,white,2008,Improper Registration,BROADWAY,Manhattan,65
1028275916,KSD0408,NY,OMT,09/17/2013,19,SDN,MAZDA,,2010,No Standing - Bus Stop,HILLSIDE AVE,Manhattan,115
7945746933,SSU4208,CT,OMT,08/30/2013,40,DELV,FORD,GREEN,1999,Fire Hydrant,JAMAICA AVE,Queens,115
4629048975,NKB1258,ny,PAS,01/07/14,83,SUV,HONDA,GRAY,2013,Improper Registration,JAMAICA AVE,Manhattan,
7658973938,BCR3976,NY,OMS,12/04/13,71,,DODGE,BLACK,9999,Inspection Sticker Expired,JAMAICA AVE,Queens,65
7313431389,MZV9065,NY,PAS,01/08/14,71,,HONDA,BLUE,2007,Inspection Sticker Expired,COLUMBUS AVE,Manhattan,65
5592843694,AAK3831,NY,PAS,12/03/13,21,SUV,HYUNDAI,WHITE,2009,No Parking - Street Cleaning,LEXINGTON AVE,Manhattan,65
5982874026,MKG2029,NY,PAS,11/28/2013,98,SDN,FORD,YELLOW,2006,Blocking Intersection,LEXINGTON AVE,Bronx,115
4814031358,PGX0176,NJ,SRF,03/06/14,37,SDN,MERCEDES,GREEN,2006,Expired Muni Meter,,Queens,65
7997492332,NAR7691,NY,PAS,07/15/2013,37,SUV,NISSAN,SILVER,1998,Expired Muni Meter,NOSTRAND AVE,Manhattan,65
2401220813,LBB1109,NY,PAS,09/12/13,21,SUBN,CHEVROLET,BLACK,2005,No Parking - Street Cleaning,BROADWAY,bronx,65
6700443106,HJP3279,NY,OMS,11/09/13,40,SDN,ACURA,white,2006,Fire Hydrant,NOSTRAND AVE,Brooklyn,115
2426001805,HEW6275,NY,COM,04/28/2014,83,,TOYOTA,WH,2008,Improper Registration,RICHMOND AVE,Bronx,
1083683936,THK9293,FL,PAS,02/01/14,20,SDN,CHEVROLET,BLUE,2001,No Parking - Day/Time Limits,RICHMOND AVE,Queens,65
9405229760,RQV7570,NJ,PAS,07/25/2013,14,SDN,CHEVROLET,BLACK,1999,No Standing - Day/Time Limits,PARK AVE,Queens,115
4801053993,MYZ5095,CT,PAS,12/04/13,71,SUV,NISSAN,WHITE,2002,Inspection Sticker Expired,COLUMBUS AVE,Staten Island,65
9728924392,WCA0469,NY,PAS,11/23/2013,21,,CHEVROLET,SILVER,2004,No Parking - Street Cleaning,FULTON ST,Manhattan,
1553612485,GWF2307,NY,PAS,10/19/2013,14,COMO,TOYOTA,BK,2001,No Standing - Day/Time Limits,COLUMBUS AVE,Queens,115
1742678111,QSX1420,NY,PAS,10/02/13,14,SUV,MAZDA,RED,2010,No Standing - Day/Time Limits,bedford ave,Brooklyn,115
3963878353,DHP8858,NJ,PAS,03/08/14,14,SUV,CHEVROLET,WHITE,2014,No Standing - Day/Time Limits,LEXINGTON AVE,Manhattan,115
1055254339,TTB0400,NY,pas,07/02/13,40,SDN,FORD,GRAY,2014,Fire Hydrant,5TH AVE,Manhattan,115
2796763439,PHD3701,NY,OMT,09/01/13,40,VAN,CHEVROLET,WHITE,2008,Fire Hydrant,PARK AVE,Manhattan,115
9572894433,EXT1009,NY,COM,04/07/14,21,SDN,HONDA,BROWN,,No Parking - Street Cleaning,LEXINGTON AVE,Queens,65
1578276003,GVE9895,NY,,12/26/2013,38,VAN,TOYOTA,BLACK,2014,Failure to Display Muni Meter Receipt,RICHMOND AVE,Queens,65
6328452885,DTS4185,PA,PAS,,19,PICK,HONDA,RED,2005,No Standing - Bus Stop,,Queens,115
1164438536,QQD9588,NY,TRC,07/23/2013,20,VAN,,WHITE,1999,No Parking - Day/Time Limits,FULTON ST,Manhattan,65
3271810528,FPF3053,,PAS,01/30/2014,40,SUBN,HONDA,WHITE,1998,Fire Hydrant,GRAND CONCOURSE,Brooklyn,115
9602048801,TJT6370,NY,PAS,03/04/14,21,SUBN,CHEVROLET,RED,2005,No Parking - Street Cleaning,ATLANTIC AVE,Bronx,65
4884431164,TTC9302,ct,PAS,04/20/2014,71,SUV,NISSAN,GREEN,2000,Inspection Sticker Expired,FULTON ST,Brooklyn,65
8171158943,QQB3672,NY,PAS,12/06/13,83,SDN,NISSAN,BLACK,2009,Improper Registration,ATLANTIC AVE,Queens,0
3932615905,,NJ,COM,04/16/2014,14,VAN,TOYOTA,GRAY,1999,No Standing - Day/Time Limits,FORDHAM RD,Bronx,115
8042650940,TYP6630,IL,PAS,02/17/2014,40,SUV,KIA,SILVER,2000,Fire Hydrant,JAMAICA AVE,Bronx,115
7257323423,JJJ2157,NY,IRP,12/20/2013,46,SUBN,LEXUS,BLUE,2001,Double Parking,GRAND CONCOURSE,Brooklyn,115
4465517131,YKE4578,ny,APP,01/10/14,37,SUV,VOLVO,SILVER,9999,Expired Muni Meter,FORDHAM RD,bronx,65
3466666925,NKT8932,NJ,PAS,03/01/14,20,SDN,FORD,white,2000,No Parking - Day/Time Limits,LEXINGTON AVE,Brooklyn,65
9506659226,QEA5526,ny,TRC,05/07/14,38,DELV,NISSAN,SILVER,1998,Failure to Display Muni Meter Receipt,5TH AVE,Bronx,65
3603371504,HPP7351,NY,IRP,09/06/13,37,SUV,HONDA,BROWN,,Expired Muni Meter,BROADWAY,Manhattan,65
9036743258,XKB6858,NY,COM,09/09/13,83,DELV,JEEP,GREEN,2013,Improper Registration,LEXINGTON AVE,Manhattan,65
8342092911,KLR8035,NY,PAS,03-16-2014,21,BUS,HONDA,SILVER,1999,No Parking - Street Cleaning,5TH AVE,Manhattan,
1949675409,KUA3182,FL,PAS,05/22/2014,36,DELV,FORD,WH,2001,Exceeding Parking Time Limit,fordham rd,Bronx,65
7692210981,UHP9533,CT,PAS,02/21/2014,14,SDN,BMW,WHITE,2001,No Standing - Day/Time Limits,GRAND CONCOURSE,Brooklyn,115
2312321856,RVZ6308,NY,PAS,02/16/2014,37,DELV,MERCEDES,GRAY,2000,Expired Muni Meter,columbus ave,,65
2068283941,,TX,COM,06/07/14,46,SUV,MERCEDES,BLUE,2007,Double Parking,GRAND CONCOURSE,Manhattan,-115
4685631940,BJK7017,NJ,APP,02/15/2014,20,SDN,TOYOTA,WHITE,2009,No Parking - Day/Time Limits,NOSTRAND AVE,Bronx,65
